Songs & Artist,Streams,Daily,Artist,Country
 Running Up That Hill (A Deal With God),1272723432,949591.0,Kate Bush ,Canada
 Sugar,1269974545,390720.0,Robin Schulz ,Canada
 Romantic Homicide,1269731139,1208354.0,d4vd ,Canada
 Sultans of Swing,1268487220,770354.0,Dire Straits ,Canada
 Star Shopping,1268071365,704952.0,Lil Peep ,Canada
 Royals,1267469229,274014.0,Lorde ,Canada
 Life Is Good,1264384824,220226.0,Future ,Canada
 Everlong,1260515891,813309.0,Foo Fighters ,Canada
 Lose You To Love Me,1256414930,305230.0,Selena Gomez ,Canada
 How to Save a Life,1255894137,460375.0,The Fray ,Canada
 Girls Just Want to Have Fun,1254670589,955383.0,Cyndi Lauper ,Canada
 Daylight,1252412824,1106163.0,David Kushner ,Canada
 Welcome To The Jungle,1249354683,711036.0,Guns N' Roses ,Canada
 Stay,1248385083,219207.0,Zedd ,Canada
 august,1243764603,1298139.0,Taylor Swift ,Canada
 Outside,1240594356,1084218.0,Calvin Harris ,Canada
 Arcade,1240587128,508250.0,Duncan Laurence ,Canada
 Break My Heart,1240311447,477611.0,Dua Lipa ,Canada
 What Lovers Do,1240288647,325486.0,Maroon 5 ,Canada
 Head & Heart,1239084201,321863.0,Joel Corry ,Canada
 Last Friday Night (T.G.I.F.),1238713219,1123770.0,Katy Perry ,Canada
 Falling Down,1238661434,964211.0,Lil Peep ,Canada
 One Of The Girls,1237909371,2985446.0,The Weeknd ,Canada
 Issues,1237737345,230342.0,Julia Michaels ,Canada
 Centuries,1236779561,559226.0,Fall Out Boy ,Canada
 Budapest,1236634322,818795.0,George Ezra ,Canada
 Body,1236535528,473782.0,Loud Luxury ,Canada
 MONEY,1236117139,342257.0,LISA ,Canada
 How Deep Is Your Love,1235058171,649657.0,Calvin Harris ,Canada
 No Lie,1231224416,680747.0,Sean Paul ,Canada
 The Business,1230797602,290108.0,Tiësto ,Canada
 telepatía,1229562186,714089.0,Kali Uchis ,Canada
 Say So,1226860998,259402.0,Doja Cat ,Canada
 Let It Go,1225943065,302964.0,James Bay ,Canada
 Nothing Else Matters (Remastered),1224418459,648157.0,Metallica ,Canada
 Bring Me To Life,1223891054,907238.0,Evanescence ,Canada
 Going Bad,1223214700,232023.0,Meek Mill ,Canada
 Heartbreak Anniversary,1221410557,780414.0,Giveon ,Canada
 Trap Queen,1220304174,384136.0,Fetty Wap ,Canada
 Don’t Blame Me,1216808688,837279.0,Taylor Swift ,Canada
 Paris,1215029717,258665.0,The Chainsmokers ,Canada
 Need to Know,1213563957,344808.0,Doja Cat ,Canada
 happier,1213181971,728953.0,Olivia Rodrigo ,Canada
 DNA.,1212071759,459337.0,Kendrick Lamar ,Canada
 China,1211326424,323185.0,Anuel AA ,Canada
 Roar,1210624544,641654.0,Katy Perry ,Canada
 Intentions,1210125487,294711.0,Justin Bieber ,Canada
 Wild Thoughts,1209768235,366117.0,DJ Khaled ,Canada
 Gold Digger,1208828384,519242.0,Kanye West ,Canada
 Hypnotize,1208055583,892728.0,The Notorious B.I.G. ,Canada
 Look What You Made Me Do,1207381259,431873.0,Taylor Swift ,Canada
 Starving,1207130745,128973.0,Hailee Steinfeld ,Canada
 Good Days,1205761403,901037.0,SZA ,Canada
 Beat It,1203285469,755875.0,Michael Jackson ,Canada
 Te Boté,1201473503,233011.0,Nio Garcia ,Canada
 Dream On,1200897042,569360.0,Aerosmith ,Canada
 We Are Young,1200593105,739056.0,fun. ,Canada
 golden hour,1200262102,734850.0,JVKE ,Canada
 My Love Mine All Mine,1199787148,1932683.0,Mitski ,Canada
 Last Resort,1198974790,548097.0,Papa Roach ,Canada
 Starships,1198668066,793263.0,Nicki Minaj ,Canada
 Panda,1196572209,155988.0,Desiigner ,Canada
 Boy With Luv (Feat. Halsey),1195023538,263024.0,BTS ,Canada
 Father Stretch My Hands Pt. 1,1193624842,792249.0,Kanye West ,Canada
 It Was A Good Day,1193370283,608698.0,Ice Cube ,Canada
 Way down We Go,1191684115,734424.0,KALEO ,Canada
 Dangerous Woman,1191392369,726486.0,Ariana Grande ,Canada
 Only Girl (In The World),1191271576,911953.0,Rihanna ,Canada
182 ,1190125174,632653.0,blink,Canada
 If the World Was Ending,1186470937,495335.0,JP Saxe ,Canada
 You Give Love A Bad Name,1185021639,743376.0,Bon Jovi ,Canada
 Space Song,1181911377,821707.0,Beach House ,Canada
 Bad Habit,1180940384,987840.0,Steve Lacy ,Canada
 Bruises,1180712750,471130.0,Lewis Capaldi ,Canada
 All I Want,1180499044,408398.0,Kodaline ,Canada
 Freaks,1179853403,1149335.0,Surf Curse ,Canada
 This Love,1179382285,973690.0,Maroon 5 ,Canada
 Paint The Town Red,1178263664,857445.0,Doja Cat ,Canada
 Brown Eyed Girl,1178142466,2350002.0,Van Morrison ,Canada
 Drag Me Down,1178027728,356965.0,One Direction ,Canada
 I'm Still Standing,1177964679,880717.0,Elton John ,Canada
 Moscow Mule,1176989921,537483.0,Bad Bunny ,Canada
 Calma,1176547505,222616.0,Pedro Capó ,Canada
 Fast Car,1176296665,296685.0,Jonas Blue ,Canada
 The Chain,1175905601,595016.0,Fleetwood Mac ,Canada
 Stan,1175784256,431894.0,Eminem ,Canada
 Stick Season,1174338287,1801341.0,Noah Kahan ,Canada
 Sorry Not Sorry,1174012019,178420.0,Demi Lovato ,Canada
 This Girl (Kungs Vs. Cookin' On 3 Burners),1173531406,494953.0,Kungs ,Canada
 La Curiosidad,1173445754,776032.0,Jay Wheeler ,Canada
 Bank Account,1173333911,209703.0,21 Savage ,Canada
 MIDDLE OF THE NIGHT,1172456210,677936.0,Elley Duhé ,Canada
 Stand by Me,1171711318,735879.0,Ben E. King ,Canada
 What You Know Bout Love,1171693513,405745.0,Pop Smoke ,Canada
 FourFiveSeconds,1171411063,326269.0,Rihanna ,Canada
 Stargirl Interlude,1170012358,1173148.0,The Weeknd ,Canada
 White Iverson,1164263476,246201.0,Post Malone ,Canada
" Rocket Man (I Think It's Going To Be A Long, Long Time)",1163764169,622648.0,Elton John ,Canada
 Paranoid,1163397622,673294.0,Black Sabbath ,Canada
 Sucker for Pain,1161659878,227312.0,Lil Wayne ,Canada
 Stuck with U,1161111557,402089.0,Ariana Grande ,Canada
 Clean Baby Sleep White Noise (Loopable),1158888634,2927128.0,Dream Supplier ,Canada
 Snooze,1158787734,1028400.0,SZA ,Canada
 Flashing Lights,1157869080,792819.0,Kanye West ,Canada
 It's You,1157181013,259019.0,Ali Gatie ,Canada
 Make You Feel My Love,1157127248,504320.0,Adele ,Canada
 No Scrubs,1156716798,1067271.0,TLC ,Canada
 abcdefu,1155952063,256531.0,GAYLE ,Canada
 These Days,1155527577,261228.0,Rudimental ,Canada
 Feels,1154499571,281714.0,Calvin Harris ,Canada
 How You Remind Me,1152126117,1068848.0,Nickelback ,Canada
 Wannabe,1152030869,737510.0,Spice Girls ,Canada
 Breaking Me,1148851600,201734.0,Topic ,Canada
 Yes Indeed,1148768089,376326.0,Lil Baby ,Canada
 Don't You Worry Child,1148716105,465293.0,Swedish House Mafia ,Canada
 Ms. Jackson,1147268000,756567.0,Outkast ,Canada
 Gata Only,1147181063,2996560.0,FloyyMenor ,Canada
 Basket Case,1147179726,655523.0,Green Day ,Canada
 All Star,1146557283,431622.0,Smash Mouth ,Canada
 Firestone,1145432935,461059.0,Kygo ,Canada
 Nonstop,1145080004,226386.0,Drake ,Canada
 If I Ain't Got You,1145058734,1086430.0,Alicia Keys ,Canada
 favorite crime,1144571726,773039.0,Olivia Rodrigo ,Canada
 Here With Me,1144560098,1031701.0,d4vd ,Canada
 For The Night,1144259537,424007.0,Pop Smoke ,Canada
 Crazy,1143766652,486858.0,Gnarls Barkley ,Canada
 Just Dance,1143532768,734478.0,Lady Gaga ,Canada
 Midnight City,1142509610,589224.0,M83 ,Canada
 Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],1140071070,779938.0,Daft Punk ,Canada
 Savage Love (Laxed,1137392062,171068.0,Jawsh 685 ,Canada
 Swalla,1137049931,204592.0,Jason Derulo ,Canada
 Firework,1134969116,807573.0,Katy Perry ,Canada
 Lost,1133234312,686119.0,Frank Ocean ,Canada
 Electric Love,1132446098,355764.0,BØRNS ,Canada
 Are You With Me,1130358527,632861.0,Lost Frequencies ,Canada
 idontwannabeyouanymore,1129996744,362632.0,Billie Eilish ,Canada
 La Bebe,1129781494,1048933.0,Yng Lvcas ,Canada
 I WANNA BE YOUR SLAVE,1129170270,853577.0,Måneskin ,Canada
 Wait a Minute!,1128661237,465890.0,WILLOW ,Canada
 Smack That,1128043375,1021295.0,Akon ,Canada
 Desesperados,1127853201,1157293.0,Rauw Alejandro ,Canada
 Should I Stay or Should I Go,1126426511,840482.0,The Clash ,Canada
 Lose Control,1126280439,7082537.0,Teddy Swims ,Canada
 S&M,1125267634,808341.0,Rihanna ,Canada
 Paradise City,1124588361,525041.0,Guns N' Roses ,Canada
 Low,1124281997,632943.0,Flo Rida ,Canada
 La Bebe,1124124392,848507.0,Unknown ,Canada
 Dynamite,1123901696,570033.0,Taio Cruz ,Canada
 Where Are Ü Now,1123510069,156921.0,Skrillex ,Canada
 Where Are Ü Now,1123353148,177568.0,Jack Ü ,Canada
 Hey There Delilah,1122338762,328812.0,Plain White T's ,Canada
 SNAP,1121094102,588343.0,Rosa Linn ,Canada
 Prayer in C,1120324423,415284.0,Lilly Wood and The Prick ,Canada
 Unwritten,1119392587,1775434.0,Natasha Bedingfield ,Canada
 vampire,1118844543,1040502.0,Olivia Rodrigo ,Canada
 TQG,1118381485,753121.0,KAROL G ,Canada
 we fell in love in october,1117123808,1177700.0,girl in red ,Canada
 Streets,1115040968,886897.0,Doja Cat ,Canada
 Snow (Hey Oh),1113463375,381351.0,Red Hot Chili Peppers ,Canada
 Let Me Go,1112448686,120624.0,Hailee Steinfeld ,Canada
 Bitter Sweet Symphony,1110730379,579460.0,The Verve ,Canada
 Without You,1110175906,323909.0,Avicii ,Canada
 Careless Whisper,1110097311,858259.0,George Michael ,Canada
 Dior,1108455114,350278.0,Pop Smoke ,Canada
 Like I'm Gonna Lose You,1106788373,641131.0,Meghan Trainor ,Canada
 My House,1106601097,314563.0,Flo Rida ,Canada
 Rap God,1105851252,224802.0,Eminem ,Canada
 Infinity,1105646564,507061.0,Jaymes Young ,Canada
 Back To Black,1104479080,924811.0,Amy Winehouse ,Canada
 Bad Liar,1103038271,462224.0,Imagine Dragons ,Canada
 Mirrors,1102147689,718027.0,Justin Timberlake ,Canada
 ZEZE,1101487062,283252.0,Kodak Black ,Canada
 Get You,1101428227,1132945.0,Daniel Caesar ,Canada
 Until I Found You,1101207161,818732.0,Stephen Sanchez ,Canada
 un x100to,1099234994,1240418.0,Grupo Frontera ,Canada
 Send My Love (To Your New Lover),1098216401,315250.0,Adele ,Canada
 Feel So Close,1097402151,1055516.0,Calvin Harris ,Canada
 Little Talks,1096703651,435064.0,Of Monsters and Men ,Canada
 Middle,1095324324,263048.0,DJ Snake ,Canada
 THATS WHAT I WANT,1093957844,329008.0,Lil Nas X ,Canada
 With Or Without You,1093561258,480260.0,U2 ,Canada
 Slide,1093210777,430791.0,Calvin Harris ,Canada
 You Make My Dreams (Come True),1091346293,523299.0,Daryl Hall & John Oates ,Canada
 God is a woman,1090742345,236963.0,Ariana Grande ,Canada
 R U Mine?,1089914567,501732.0,Arctic Monkeys ,Canada
Z ,1088999863,654634.0,JAY,Canada
 Rain On Me,1088557417,235935.0,Lady Gaga ,Canada
 Back To You,1088377323,199741.0,Selena Gomez ,Canada
 Murder on My Mind,1087228385,311425.0,YNW Melly ,Canada
 Say Something,1087068534,218333.0,A Great Big World ,Canada
" 10,000 Hours",1086456602,224502.0,Dan + Shay ,Canada
 Dog Days Are Over,1085668975,601043.0,Florence + The Machine ,Canada
 Mo Bamba,1085559259,266481.0,Sheck Wes ,Canada
 Adventure of a Lifetime,1084716477,401957.0,Coldplay ,Canada
 You Are The Reason,1082638266,435606.0,Calum Scott ,Canada
 Reminder,1081278865,649950.0,The Weeknd ,Canada
 20 Min,1081140785,804059.0,Lil Uzi Vert ,Canada
 Big Poppa,1079396944,756674.0,The Notorious B.I.G. ,Canada
 Want to Want Me,1078250260,251218.0,Jason Derulo ,Canada
 BIRDS OF A FEATHER,1078055969,7194182.0,Billie Eilish ,Canada
 Toosie Slide,1077965884,168519.0,Drake ,Canada
 Perfect Strangers,1077826620,295086.0,Jonas Blue ,Canada
 DESPECHÁ,1077256165,673001.0,ROSALÍA ,Canada
 Stayin' Alive,1076794708,570316.0,Bee Gees ,Canada
 Latch,1075270420,665659.0,Disclosure ,Canada
 The Monster,1074832978,351878.0,Eminem ,Canada
 Sparks,1074132064,1161638.0,Coldplay ,Canada
 Human,1074098123,650121.0,Rag'n'Bone Man ,Canada
 Es un Secreto,1073990169,1535207.0,Plan B ,Canada
 Thinkin Bout You,1073336165,1059773.0,Frank Ocean ,Canada
 Too Good,1072355636,171862.0,Drake ,Canada
 The Reason,1072233366,557877.0,Hoobastank ,Canada
 I Was Never There,1071817539,783394.0,The Weeknd ,Canada
 Roses,1071671820,205636.0,The Chainsmokers ,Canada
 Marry You,1071173550,666492.0,Bruno Mars ,Canada
 My Way,1068225627,496761.0,Calvin Harris ,Canada
 Solo,1067405178,215066.0,Clean Bandit ,Canada
 Mine,1065861034,134877.0,Bazzi ,Canada
 How You Like That,1065173014,283466.0,BLACKPINK ,Canada
 Otherside,1063953912,495794.0,Red Hot Chili Peppers ,Canada
 July,1063383633,478910.0,Noah Cyrus ,Canada
 No Guidance,1062696729,307412.0,Chris Brown ,Canada
 It Wasn't Me,1062419797,525094.0,Shaggy ,Canada
 Promises,1059634247,204189.0,Calvin Harris ,Canada
 Don't Stop The Music,1059155807,714416.0,Rihanna ,Canada
 Three Little Birds,1059105844,625311.0,Bob Marley & The Wailers ,Canada
 Where Is The Love?,1058926721,598298.0,Black Eyed Peas ,Canada
 I Don't Want To Miss A Thing,1058297399,420279.0,Aerosmith ,Canada
 Go Flex,1058093392,194116.0,Post Malone ,Canada
 Not Afraid,1057848770,323749.0,Eminem ,Canada
 Santa Tell Me,1056595546,145228.0,Ariana Grande ,Canada
 I Was Made For Lovin' You,1054878623,735293.0,KISS ,Canada
 Candy Paint,1054711188,176262.0,Post Malone ,Canada
 Exchange,1054080999,721625.0,Bryson Tiller ,Canada
 Last Night,1053313958,978915.0,Morgan Wallen ,Canada
 Treasure,1052613452,458601.0,Bruno Mars ,Canada
Z ,1052296820,405015.0,JAY,Canada
 Wake Up in the Sky,1051407791,390555.0,Bruno Mars ,Canada
 The Next Episode,1051390909,486911.0,Dr. Dre ,Canada
 Get You The Moon,1047836462,317869.0,Kina ,Canada
 Hey Mor,1047444543,446367.0,Ozuna ,Canada
 3 Nights,1046544638,551547.0,Dominic Fike ,Canada
 Hey Brother,1046393065,402042.0,Avicii ,Canada
 Best Day Of My Life,1046270325,430308.0,American Authors ,Canada
 Chantaje,1044877847,501173.0,Shakira ,Canada
 Delicate,1044022896,432322.0,Taylor Swift ,Canada
 Let Me Love You,1039638320,761537.0,Mario ,Canada
 If I Can't Have You,1039193900,221561.0,Shawn Mendes ,Canada
 Go Your Own Way,1038857999,554665.0,Fleetwood Mac ,Canada
 Softcore,1038568765,1300548.0,The Neighbourhood ,Canada
 Jimmy Cooks,1038562486,535092.0,Drake ,Canada
 Locked Away,1038167188,357057.0,R. City ,Canada
" What Was I Made For? [From The Motion Picture ""Barbie""]",1037786616,1319008.0,Billie Eilish ,Canada
" You're Gonna Go Far, Kid",1036841597,634995.0,The Offspring ,Canada
 Feliz Cumpleaños Ferxxo,1036797187,761283.0,Feid ,Canada
 Don't Call Me Up,1036293325,195081.0,Mabel ,Canada
 Waves,1035558516,308294.0,Mr. Probz ,Canada
" Hold On, We're Going Home",1035275744,336524.0,Drake ,Canada
 bury a friend,1034436773,178733.0,Billie Eilish ,Canada
 Lovers Rock,1034433394,1456828.0,TV Girl ,Canada
 X,1034352522,478286.0,Nicky Jam ,Canada
 Tennessee Whiskey,1032798300,811300.0,Chris Stapleton ,Canada
 Something in the Orange,1032250906,1289756.0,Zach Bryan ,Canada
 EARFQUAKE,1029856617,556783.0,"Tyler, The Creator ",Canada
 Old Town Road,1029388334,189386.0,Lil Nas X ,Canada
 LALA,1028632251,1127056.0,Myke Towers ,Canada
 Often,1028628690,473454.0,The Weeknd ,Canada
 Rewrite The Stars,1027614553,316189.0,Zac Efron ,Canada
 The Way Life Goes,1026919618,558982.0,Lil Uzi Vert ,Canada
 QLONA,1026525841,1479552.0,KAROL G ,Canada
 Bored,1025525025,536796.0,Billie Eilish ,Canada
 Baby,1023998007,704808.0,Justin Bieber ,Canada
 LA NOCHE DE ANOCHE,1022738432,239630.0,Bad Bunny ,Canada
 Ain't No Sunshine,1020497471,808006.0,Bill Withers ,Canada
 Shut up My Moms Calling,1020441306,1361606.0,Hotel Ugly ,Canada
 End of Beginning,1019410778,2361144.0,Djo ,Canada
 The Lazy Song,1017925842,474812.0,Bruno Mars ,Canada
 Replay,1017840476,830631.0,Iyaz ,Canada
 Stairway to Heaven,1016793942,421222.0,Led Zeppelin ,Canada
 Rockin' Around The Christmas Tree,1016725297,110028.0,Brenda Lee ,Canada
 Vete,1016262888,194485.0,Bad Bunny ,Canada
 Work Out,1015959646,602594.0,J. Cole ,Canada
 Heartless,1015732954,367195.0,The Weeknd ,Canada
 Piece Of Your Heart,1015681885,297304.0,MEDUZA ,Canada
 Strip That Down,1015149959,133321.0,Liam Payne ,Canada
 House of the Rising Sun,1014549330,485177.0,The Animals ,Canada
 American Idiot,1014504411,806136.0,Green Day ,Canada
 On Top Of The World,1014418753,403600.0,Imagine Dragons ,Canada
 Rockin' Around the Christmas Tree,1014297300,31944.0,Xmas Classics ,Canada
 Friday,1013886052,322586.0,Riton ,Canada
 Physical,1013671826,302265.0,Dua Lipa ,Canada
 My Girl,1013633680,534197.0,The Temptations ,Canada
 Nevermind,1011964839,602400.0,Dennis Lloyd ,Canada
 The Middle,1011101033,576266.0,Jimmy Eat World ,Canada
 bellyache,1009495569,366328.0,Billie Eilish ,Canada
 Am I Wrong,1009216714,313260.0,Nico & Vinz ,Canada
 Wake Me Up Before You Go,1008290284,738279.0,Wham! ,Canada
 Candy Shop,1007083786,519501.0,50 Cent ,Canada
 Bound 2,1007019350,527545.0,Kanye West ,Canada
 Stole the Show,1006714086,510376.0,Kygo ,Canada
 34+35,1006041746,248813.0,Ariana Grande ,Canada
 Truth Hurts,1005715312,142555.0,Lizzo ,Canada
 Mr. Blue Sky,1004553236,476217.0,Electric Light Orchestra ,Canada
 Left and Right (Feat. Jung Kook of BTS),1004453303,431674.0,Charlie Puth ,Canada
 Angels Like You,1004313185,775487.0,Miley Cyrus ,Canada
 It's Beginning to Look a Lot like Christmas,1004206155,93353.0,Michael Bublé ,Canada
 Toxicity,1003554354,1050462.0,System Of A Down ,Canada
 Cigarette Daydreams,1003023051,773511.0,Cage The Elephant ,Canada
 Late Night Talking,1002624873,344410.0,Harry Styles ,Canada
 Could You Be Loved,1002603698,707325.0,Bob Marley & The Wailers ,Canada
 Your Love,1002463350,1252795.0,The Outfield ,Canada
 Levels,1001997789,472503.0,Avicii ,Canada
 Kings & Queens,1001986967,646776.0,Ava Max ,Canada
 We Can't Stop,1001666399,299919.0,Miley Cyrus ,Canada
 The A Team,1001155200,334181.0,Ed Sheeran ,Canada
 Nonsense,1000387161,1449625.0,Sabrina Carpenter ,Canada
 After Hours,1000340266,598657.0,The Weeknd ,Canada
 Uptown Girl,999450790,660350.0,Billy Joel ,Canada
 This Town,999186134,418854.0,Niall Horan ,Canada
 Scar Tissue,998943690,597809.0,Red Hot Chili Peppers ,Canada
 Teenagers,998926643,486435.0,My Chemical Romance ,Canada
 Wildest Dreams,998230194,284991.0,Taylor Swift ,Canada
" break up with your girlfriend, i'm bored",997301698,192888.0,Ariana Grande ,Canada
 Or Nah,997247527,556408.0,Ty Dolla $ign ,Canada
 Video Games,995153015,653798.0,Lana Del Rey ,Canada
 Black Beatles,995146841,245100.0,Rae Sremmurd ,Canada
 Walking On A Dream,994121126,635917.0,Empire Of The Sun ,Canada
 Memories,994021125,786992.0,David Guetta ,Canada
 Money In The Grave (Drake ft. Rick Ross),993857781,207334.0,Drake ,Canada
 Look Alive,993243275,88032.0,BlocBoy JB ,Canada
 Sunroof,993179302,948516.0,Nicky Youre ,Canada
 Nothing Breaks Like a Heart,992793587,557441.0,Mark Ronson ,Canada
 Blame,992589976,605128.0,Calvin Harris ,Canada
 How Do You Sleep?,989582326,156310.0,Sam Smith ,Canada
 Never Forget You,988941396,166129.0,Zara Larsson ,Canada
Eazy ,988375389,388625.0,G,Canada
 Levitating,987773822,334828.0,Dua Lipa ,Canada
 Come & Go,987528202,280311.0,Juice WRLD ,Canada
 Laugh Now Cry Later,987321157,203734.0,Drake ,Canada
 Soltera (Remix),987306147,256866.0,Lunay ,Canada
" Shakira: Bzrp Music Sessions, Vol. 53",987148874,369017.0,Bizarrap ,Canada
 MAMIII,986609946,958855.0,Becky G ,Canada
 a lot,986504542,347893.0,21 Savage ,Canada
 Kryptonite,986129597,454606.0,3 Doors Down ,Canada
 Talk,985380564,224167.0,Khalid ,Canada
 No Idea,984951623,538725.0,Don Toliver ,Canada
 Die For You,984347878,733231.0,The Weeknd ,Canada
 Lalala,984174496,130250.0,Y2K ,Canada
 the remedy for a broken heart (why am I so in love),982793297,226988.0,XXXTENTACION ,Canada
 Higher Love,982472947,350008.0,Kygo ,Canada
 Gasolina,982349215,891583.0,Daddy Yankee ,Canada
 Superman,982106956,548779.0,Eminem ,Canada
 You Need To Calm Down,982026959,323081.0,Taylor Swift ,Canada
 What's Up?,981830175,581638.0,4 Non Blondes ,Canada
 Clocks,981037822,607193.0,Coldplay ,Canada
 November Rain,981007959,456271.0,Guns N' Roses ,Canada
 Everywhere,980759844,686945.0,Fleetwood Mac ,Canada
 The One That Got Away,980606993,662029.0,Katy Perry ,Canada
 i love you,980114735,505385.0,Billie Eilish ,Canada
 RITMO (Bad Boys For Life),979282436,173069.0,Black Eyed Peas ,Canada
 Sunday Best,978994383,254263.0,Surfaces ,Canada
 Fake Love,978937449,91551.0,Drake ,Canada
 CLASSY 101,976836606,844679.0,Feid ,Canada
 iSpy,975991853,145987.0,KYLE ,Canada
 Mama,974451768,148991.0,Jonas Blue ,Canada
 Wrecking Ball,973567069,544646.0,Miley Cyrus ,Canada
 Shotgun,972514553,372967.0,George Ezra ,Canada
 Snowman,971882602,281752.0,Sia ,Canada
 Slow Hands,971334463,245479.0,Niall Horan ,Canada
 In Your Eyes,968753622,245751.0,The Weeknd ,Canada
 Jingle Bell Rock,967807036,96448.0,Bobby Helms ,Canada
 Habits (Stay High),967185289,466186.0,Tove Lo ,Canada
 La Santa,966936336,421662.0,Bad Bunny ,Canada
 Love Me Harder,966785441,498381.0,Ariana Grande ,Canada
 Tongue Tied,966392760,352865.0,GROUPLOVE ,Canada
 Elastic Heart,965591350,557214.0,Sia ,Canada
 POWER,965063253,274803.0,Kanye West ,Canada
 Don't Wanna Know,964607121,182907.0,Maroon 5 ,Canada
 Sexy Bitch,963012174,485963.0,David Guetta ,Canada
 Crazy Little Thing Called Love,962973397,858517.0,Queen ,Canada
 Space Cadet,962677788,428929.0,Metro Boomin ,Canada
 The Kids Aren't Alright,962242047,524955.0,The Offspring ,Canada
 Pray For Me,962111975,401002.0,The Weeknd ,Canada
 I See Fire,961159657,137726.0,Ed Sheeran ,Canada
 Felices los 4,958028088,206960.0,Maluma ,Canada
 RAPSTAR,957907771,900937.0,Polo G ,Canada
 Drowning,957581425,303157.0,A Boogie Wit da Hoodie ,Canada
 Échame La Culpa,957203951,182752.0,Luis Fonsi ,Canada
 Don't You (Forget About Me),956103117,502626.0,Simple Minds ,Canada
 Hold the Line,955740502,1288374.0,TOTO ,Canada
 I Want You Back,955270274,317435.0,The Jackson 5 ,Canada
 Home,954950640,383502.0,Edward Sharpe & The Magnetic Zeros ,Canada
" jealousy, jealousy",954940752,655745.0,Olivia Rodrigo ,Canada
 Lose Control,954763670,332383.0,MEDUZA ,Canada
 Hot N Cold,954337998,773359.0,Katy Perry ,Canada
 Si Estuviésemos Juntos,954118535,476334.0,Bad Bunny ,Canada
 Love Lies,953806941,151596.0,Khalid ,Canada
 Can't Help Falling in Love,953534151,665740.0,Elvis Presley ,Canada
 Dance The Night,953338884,818962.0,Dua Lipa ,Canada
 Lo Siento BB:/,953033836,382833.0,Tainy ,Canada
 Adan y Eva,951749705,277988.0,Paulo Londra ,Canada
 Bad and Boujee,951568154,155582.0,Migos ,Canada
 Too Sweet,951562869,3011228.0,Hozier ,Canada
 WITHOUT YOU,951232984,228081.0,The Kid LAROI ,Canada
 Killing In The Name,950769761,452796.0,Rage Against The Machine ,Canada
 Lost in the Fire,950698841,743287.0,Gesaffelstein ,Canada
 Bandit,949895311,224056.0,Juice WRLD ,Canada
 I Kissed A Girl,948685937,570167.0,Katy Perry ,Canada
 Fast Car,948416291,445654.0,Tracy Chapman ,Canada
 Song 2,948048556,538327.0,Blur ,Canada
 Moth To A Flame,947493274,733263.0,Swedish House Mafia ,Canada
 One More Night,946565124,652869.0,Maroon 5 ,Canada
 Bam Bam,944262189,276687.0,Camila Cabello ,Canada
 Where Is My Mind?,943335181,523516.0,Pixies ,Canada
 Bad Moon Rising,942014379,798659.0,Creedence Clearwater Revival ,Canada
 The Way I Are,941897958,1006190.0,Timbaland ,Canada
 California Dreamin',939711306,777344.0,The Mamas & The Papas ,Canada
 Dancing in the Moonlight,938730482,650682.0,Toploader ,Canada
 Your Song,938291140,600206.0,Elton John ,Canada
" It Will Rain (From ""Twilight Breaking Dawn"")",937496542,1014064.0,Bruno Mars ,Canada
 ily (i love you baby),937298915,220056.0,Surf Mesa ,Canada
 Martin & Gina,936290347,640015.0,Polo G ,Canada
 Fireflies,935798148,330199.0,Owl City ,Canada
 Golden,935413629,191055.0,Harry Styles ,Canada
" Sex, Drugs, Etc.",934940797,1247722.0,Beach Weather ,Canada
 Take Me Out,933868550,692978.0,Franz Ferdinand ,Canada
 Runaway,933735277,497913.0,AURORA ,Canada
 Wild Ones,933690663,461419.0,Flo Rida ,Canada
 Break Free,933641565,306428.0,Ariana Grande ,Canada
 Don't Look Back In Anger,933080553,748459.0,Oasis ,Canada
 Wishing Well,933058290,310405.0,Juice WRLD ,Canada
 Otra vez,932679414,202131.0,Zion & Lennox ,Canada
 I Love It,932280701,529477.0,Icona Pop ,Canada
 Ballin',931529877,221208.0,Mustard ,Canada
 Complicated,930779331,710896.0,Avril Lavigne ,Canada
 Je te laisserai des mots,929908327,882018.0,Patrick Watson ,Canada
 Runaway (U & I),929351824,421434.0,Galantis ,Canada
 What I've Done,929281514,673767.0,Linkin Park ,Canada
 Popular,928809265,935648.0,The Weeknd ,Canada
 Glorious,927327441,312365.0,Macklemore ,Canada
 You're Beautiful,927089568,300234.0,James Blunt ,Canada
 Love Story,926824958,287774.0,Taylor Swift ,Canada
 Drops of Jupiter (Tell Me),926642734,712481.0,Train ,Canada
 Low Life,926172114,484850.0,Future ,Canada
" Another Brick In The Wall, Pt. 2",926005987,388581.0,Pink Floyd ,Canada
 It's My Life,925052118,591055.0,Bon Jovi ,Canada
 double take,924708531,1166126.0,Dhruv ,Canada
 Dile,922873688,871952.0,Don Omar ,Canada
 Somebody To Love,922737199,352964.0,Queen ,Canada
 Rewrite The Stars,922274253,578355.0,James Arthur ,Canada
 Breakeven,921881217,688498.0,The Script ,Canada
 Fight Song,921737177,295574.0,Rachel Platten ,Canada
 Jump,921516901,348641.0,Van Halen ,Canada
 DJ Got Us Fallin' in Love,919854598,930105.0,USHER ,Canada
